,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,maximum_minimum_nights,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,booking_ratio,total_amenities
32224,within an hour,100,100,f,t,t,Fort Hamilton,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,160.0,1,1125,1.0,4.6,4.3,4.6,4.75,4.55,4.45,f,0.336986301369863,38
32230,within an hour,92,99,f,t,t,Harlem,Private room in guesthouse,Private room,2,2.0,2 shared baths,1.0,1.0,106.0,30,30,30.0,4.33,4.43,4.81,4.57,4.05,4.1,t,0.4027397260273972,10
32234,within an hour,100,100,f,t,t,Fort Hamilton,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,151.0,1,29,1.0,4.71,4.65,4.94,4.94,4.88,4.68,t,0.3452054794520548,34
32236,within an hour,85,99,f,t,t,Midtown,Room in hotel,Private room,4,2.0,2 baths,2.0,2.0,458.0,1,365,2.0,4.0,4.0,4.2,4.0,4.6,3.6,t,0.1424657534246575,20
32260,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,208.0,1,365,3.0,4.57,4.71,4.57,4.86,5.0,4.29,t,0.536986301369863,36
32262,within an hour,100,99,t,t,t,Bedford-Stuyvesant,Entire home,Entire home/apt,2,1.0,1 bath,1.0,0.0,155.0,2,365,2.0,4.61,4.82,4.36,4.39,4.36,4.46,f,0.6082191780821918,30
32265,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,1.0,202.0,1,365,30.0,3.0,4.0,3.0,3.0,1.0,3.0,t,0.0054794520547945,44
32266,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,1.0,196.0,1,365,3.0,4.45,4.48,4.26,4.48,4.48,4.19,t,0.0,45
32267,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,0.0,1.0,262.0,1,365,30.0,5.0,5.0,5.0,5.0,3.0,5.0,t,0.0301369863013698,43
32268,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,0.0,1.0,273.0,1,365,30.0,5.0,5.0,4.67,4.67,4.67,4.67,t,0.0383561643835616,45
32287,within an hour,100,80,t,t,t,Cypress Hills,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,131.0,4,29,4.0,5.0,4.89,4.89,4.94,4.78,5.0,f,0.6438356164383562,38
32311,within an hour,100,97,t,t,t,East Elmhurst,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,71.0,2,28,2.0,4.93,4.89,5.0,4.93,4.78,4.93,f,0.4712328767123288,14
32312,within an hour,100,97,t,t,t,East Elmhurst,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,79.0,2,28,2.0,4.75,4.72,4.88,4.91,4.63,4.81,f,0.4,24
32329,within an hour,94,56,f,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,200.0,30,365,30.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.3342465753424657,13
32361,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,6,1.0,1 private bath,1.0,3.0,124.0,1,365,1.0,4.73,4.73,4.82,4.91,4.91,4.36,t,0.4630136986301369,25
32366,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,361.0,2,30,2.0,4.7,4.48,4.78,4.96,4.87,4.39,t,0.547945205479452,58
32386,within a few hours,100,98,f,t,t,Boerum Hill,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,250.0,2,60,2.0,4.85,4.63,4.7,4.96,4.96,4.7,f,0.4136986301369863,41
32391,within a few hours,100,100,f,t,t,East Flatbush,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,86.0,10,60,10.0,5.0,5.0,5.0,5.0,4.75,5.0,f,0.3342465753424657,20
32393,within an hour,100,98,t,t,t,Midtown,Entire condo,Entire home/apt,8,2.5,2.5 baths,3.0,4.0,678.0,1,1125,4.0,4.57,4.86,4.86,4.43,4.93,4.43,f,0.5095890410958904,53
32394,within an hour,100,82,f,t,t,Maspeth,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,0.0,299.0,1,28,1.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.6191780821917808,2
32396,within an hour,93,97,f,t,t,Crown Heights,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,1.0,178.0,1,365,2.0,4.84,4.77,4.87,4.9,4.58,4.68,t,0.2520547945205479,25
32397,within an hour,100,99,t,t,t,Chelsea,Entire rental unit,Entire home/apt,11,2.0,2 baths,3.0,6.0,1114.0,4,365,4.0,5.0,4.95,4.98,5.0,4.98,4.9,t,0.2630136986301369,47
32399,within a few hours,100,98,f,t,t,East Village,Private room in tiny home,Private room,2,1.0,1 shared bath,2.0,3.0,141.0,2,25,2.0,4.75,4.54,4.96,4.92,4.96,4.67,f,0.2410958904109589,32
32406,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,3,2.0,2 shared baths,1.0,2.0,76.0,1,365,1.0,4.4,4.67,4.6,4.4,4.93,4.27,t,0.4684931506849315,9
32407,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,4,2.0,2 baths,1.0,2.0,72.0,1,365,1.0,4.31,4.31,4.31,4.69,4.69,4.31,t,0.3863013698630137,25
32408,within an hour,100,99,t,t,t,SoHo,Entire condo,Entire home/apt,6,2.0,2 baths,2.0,2.0,1089.0,5,365,4.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0493150684931506,51
32409,within an hour,100,79,f,t,t,Williamsburg,Private room in rental unit,Private room,4,1.0,1 shared bath,2.0,2.0,239.0,3,365,3.0,4.31,4.0,4.56,4.75,4.63,4.25,f,0.3506849315068493,36
32411,within an hour,100,100,t,t,t,Long Island City,Entire guest suite,Entire home/apt,2,1.0,1 bath,2.0,2.0,233.0,2,1125,2.0,5.0,5.0,4.97,5.0,4.59,4.88,f,0.2219178082191781,54
32415,within an hour,94,96,f,t,f,Theater District,Room in hotel,Hotel room,2,1.0,1 bath,1.0,1.0,100.0,1,1125,3.0,4.0,4.09,4.27,4.27,4.18,3.73,t,0.1260273972602739,21
32416,within an hour,94,96,f,t,f,Theater District,Room in hotel,Hotel room,2,1.0,1 bath,1.0,1.0,100.0,1,1125,3.0,4.0,4.22,4.89,4.67,4.89,4.11,t,0.1315068493150684,20
32417,within an hour,94,96,f,t,f,Theater District,Room in hotel,Hotel room,6,1.0,1 bath,1.0,3.0,100.0,1,1125,2.0,4.42,4.33,4.42,4.17,4.83,4.17,t,0.2821917808219178,21
32419,within an hour,94,96,f,t,f,Hell's Kitchen,Room in hotel,Hotel room,6,1.0,1 shared bath,1.0,3.0,100.0,1,1125,2.0,4.0,3.67,4.33,4.0,5.0,3.67,t,0.2821917808219178,21
32420,within an hour,94,96,f,t,f,Theater District,Room in hotel,Hotel room,2,1.0,1 bath,1.0,2.0,100.0,1,1125,3.0,4.0,4.57,4.71,4.29,4.86,3.86,t,0.1287671232876712,21
32421,within an hour,94,96,f,t,f,Theater District,Room in hotel,Hotel room,16,3.0,3 baths,3.0,9.0,80.0,1,1125,1.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.3863013698630137,21
32431,within an hour,100,99,t,t,t,Harlem,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,110.0,1,14,1.0,4.73,4.87,4.67,4.87,4.6,4.87,f,0.4684931506849315,29
32438,within an hour,100,98,f,t,t,Harlem,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,260.0,2,365,2.0,4.55,4.55,4.65,4.75,4.25,4.4,f,0.1753424657534246,34
32467,within an hour,100,100,t,t,t,Bushwick,Private room in rental unit,Private room,1,1.0,1 bath,1.0,0.0,134.0,2,60,2.0,4.97,5.0,4.95,5.0,4.82,4.9,f,0.2931506849315068,41
32475,within an hour,100,100,t,t,t,Bushwick,Private room in rental unit,Private room,1,1.0,1 bath,2.0,2.0,120.0,2,30,2.0,5.0,5.0,5.0,5.0,4.9,4.98,f,0.3095890410958904,40
32488,within an hour,100,99,t,t,t,Harlem,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,5.0,450.0,2,25,2.0,4.83,4.93,4.59,4.59,4.83,4.79,f,0.3397260273972602,47
32502,within an hour,100,97,f,t,t,Jamaica,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,153.0,1,15,1.0,4.35,4.39,4.61,4.94,4.32,4.32,t,0.3643835616438356,55
32504,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,5,1.0,1 bath,0.0,3.0,211.0,1,365,3.0,4.17,4.33,4.67,4.5,4.83,4.33,t,0.4602739726027397,38
32505,within an hour,100,100,f,t,t,Chelsea,Entire rental unit,Entire home/apt,6,1.0,1 bath,0.0,3.0,242.0,1,365,3.0,4.0,4.0,4.0,4.0,4.0,4.0,t,0.6164383561643836,37
32506,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,6,1.0,1 bath,0.0,4.0,219.0,1,365,3.0,3.8,4.4,4.6,4.0,4.8,4.2,t,0.4520547945205479,39
32510,within an hour,95,98,t,t,t,Crown Heights,Entire home,Entire home/apt,8,1.0,1 bath,2.0,5.0,271.0,1,365,1.0,4.78,4.78,5.0,4.89,4.89,4.67,t,0.5534246575342465,37
32529,within an hour,94,100,f,t,t,Harlem,Entire home,Entire home/apt,6,1.0,1 bath,2.0,4.0,225.0,3,365,3.0,4.31,4.16,4.44,4.44,4.34,4.44,t,0.6301369863013698,34
32532,within an hour,100,100,f,f,t,Midtown,Entire serviced apartment,Entire home/apt,8,2.0,2 baths,3.0,4.0,643.0,5,365,5.0,4.63,4.63,4.69,4.56,4.88,4.75,t,0.3232876712328767,38
32539,within an hour,100,99,t,t,t,East Flatbush,Private room in home,Private room,2,1.0,1 bath,1.0,0.0,69.0,1,90,1.0,4.79,4.86,4.83,4.81,4.64,4.67,f,0.0931506849315068,14
32569,within an hour,100,100,t,t,t,Bushwick,Entire loft,Entire home/apt,2,1.0,1 bath,1.0,1.0,219.0,1,365,5.0,4.95,4.94,4.98,5.0,4.95,4.86,t,0.1123287671232876,53
32571,within an hour,100,100,t,t,t,Bushwick,Entire home,Entire home/apt,10,2.5,2.5 baths,4.0,4.0,361.0,1,365,4.0,4.86,4.64,4.97,5.0,4.83,4.78,f,0.210958904109589,44
32576,within a few hours,100,90,t,t,t,Astoria,Entire rental unit,Entire home/apt,2,1.0,1 bath,2.0,2.0,230.0,3,365,3.0,5.0,5.0,5.0,5.0,5.0,4.96,f,0.2410958904109589,36
32582,within an hour,97,87,f,t,t,Washington Heights,Room in hotel,Hotel room,2,1.0,1 bath,1.0,1.0,999.0,1,1125,1.0,4.5,5.0,4.5,5.0,4.5,4.5,t,0.0136986301369863,20
32583,within an hour,97,87,f,t,t,Washington Heights,Room in hotel,Hotel room,4,1.0,1 bath,1.0,2.0,999.0,1,1125,1.0,3.0,4.0,4.0,5.0,5.0,3.0,t,0.0191780821917808,20
32584,within an hour,97,87,f,t,t,Washington Heights,Room in hotel,Hotel room,8,2.0,2 baths,2.0,4.0,999.0,1,1125,1.0,5.0,5.0,5.0,5.0,5.0,3.0,t,0.0246575342465753,20
32585,within an hour,97,87,f,t,t,Washington Heights,Room in hotel,Hotel room,12,3.0,3 baths,3.0,6.0,999.0,1,1125,1.0,5.0,5.0,4.0,4.0,4.0,4.0,t,0.0273972602739726,20
32586,within an hour,97,87,f,t,t,Washington Heights,Room in hotel,Hotel room,16,4.0,4 baths,4.0,8.0,999.0,1,1125,1.0,5.0,5.0,3.0,5.0,5.0,4.0,t,0.0273972602739726,20
32587,within an hour,97,87,f,t,t,Washington Heights,Room in hotel,Hotel room,2,1.0,1 bath,1.0,1.0,999.0,1,1125,1.0,4.33,4.67,3.67,5.0,5.0,4.33,t,0.0054794520547945,20
32588,within an hour,100,100,t,t,t,Bath Beach,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,181.0,3,30,3.0,5.0,5.0,5.0,5.0,4.6,5.0,f,0.536986301369863,20
32589,within an hour,100,98,f,t,t,Upper West Side,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,259.0,2,365,3.0,4.65,4.55,4.65,4.85,4.95,4.5,f,0.6328767123287671,38
32594,within an hour,87,76,t,t,t,Harlem,Private room in condo,Private room,7,2.0,2 baths,3.0,0.0,150.0,1,365,1.0,5.0,4.95,5.0,5.0,4.95,5.0,f,0.073972602739726,63
32597,within an hour,100,98,t,t,f,Hell's Kitchen,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,1.0,257.0,3,365,5.0,4.85,4.95,4.95,4.95,5.0,4.75,f,0.6958904109589041,34
32598,within an hour,100,79,f,t,t,Williamsburg,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,132.0,3,365,3.0,4.7,4.6,4.6,4.9,4.8,4.4,f,0.0904109589041095,39
32600,within an hour,100,97,f,t,t,Midtown,Room in hotel,Private room,2,1.0,1 shared bath,1.0,1.0,292.0,1,365,1.0,4.66,4.76,4.81,4.56,4.93,4.47,t,0.6914600550964187,17
32609,within an hour,70,63,t,t,t,Midtown,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,5.0,1284.0,5,365,5.0,5.0,4.82,5.0,5.0,5.0,4.82,f,0.4438356164383562,43
32695,within an hour,99,100,f,t,t,Financial District,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,302.0,1,365,1.0,4.5,4.78,4.33,4.67,4.67,4.22,t,0.4602739726027397,17
32699,within an hour,100,100,t,t,t,Williamsbridge,Private room in home,Private room,2,1.0,1 shared bath,1.0,0.0,95.0,3,1125,3.0,4.92,4.77,5.0,4.96,4.42,4.85,t,0.0520547945205479,46
32700,within an hour,100,85,t,t,t,College Point,Private room in home,Private room,2,1.0,1 shared bath,2.0,2.0,136.0,1,7,1.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.336986301369863,30
32705,within an hour,100,98,t,t,t,Clinton Hill,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,415.0,1,365,1.0,4.96,4.96,4.92,5.0,4.98,4.72,f,0.3890410958904109,45
32707,within an hour,100,100,t,t,t,Brownsville,Private room in guest suite,Private room,2,1.5,1.5 baths,1.0,1.0,120.0,2,29,2.0,4.82,4.69,4.89,5.0,4.62,4.73,f,0.3534246575342465,47
32714,within an hour,100,100,t,t,t,Richmond Hill,Entire home,Entire home/apt,8,1.0,1 bath,4.0,4.0,405.0,1,24,1.0,5.0,4.91,5.0,5.0,4.65,4.96,f,0.084931506849315,47
32715,within an hour,100,99,t,t,t,Lower East Side,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,4.0,601.0,1,365,4.0,4.82,4.76,4.76,5.0,4.88,4.65,t,0.1232876712328767,32
32722,within a few hours,93,69,f,t,t,Upper West Side,Entire home,Entire home/apt,8,2.0,2 baths,4.0,4.0,502.0,5,31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.6958904109589041,25
32725,within an hour,100,100,f,t,t,Theater District,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,284.0,1,365,4.0,4.73,4.79,4.8,4.74,4.84,4.67,t,0.2438356164383561,22
32726,within an hour,100,100,f,t,t,Theater District,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,317.0,1,365,3.0,4.67,4.8,4.63,4.51,4.94,4.63,t,0.2493150684931507,22
32727,within a few hours,80,80,f,t,t,Stapleton,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,75.0,2,365,2.0,4.5,4.75,4.75,4.75,4.13,4.13,f,0.3287671232876712,35
32734,within a few hours,100,99,f,t,t,Upper East Side,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,3.0,692.0,2,365,2.0,4.47,4.47,4.67,4.73,4.6,4.27,t,0.347945205479452,29
32736,within an hour,100,100,t,t,t,Park Slope,Private room in townhouse,Private room,4,1.0,1 private bath,2.0,2.0,296.0,2,365,2.0,4.93,4.97,4.97,4.97,4.97,4.8,f,0.2410958904109589,33
32738,within an hour,100,99,t,t,t,Downtown Brooklyn,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,250.0,1,365,2.0,4.71,4.83,4.85,4.7,4.79,4.46,t,0.2520547945205479,18
32739,within an hour,100,99,t,t,t,Boerum Hill,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,257.0,1,365,2.0,4.73,4.82,4.82,4.79,4.78,4.6,t,0.2602739726027397,18
32740,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,359.0,1,365,99.0,4.57,4.64,4.66,4.53,4.87,4.29,t,0.0657534246575342,24
32741,within an hour,100,100,f,t,t,Theater District,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,383.0,1,365,99.0,3.96,4.28,4.56,4.04,4.76,3.88,t,0.1287671232876712,24
32743,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,2,1.0,1 private bath,2.0,0.0,138.0,2,365,2.0,4.95,4.91,5.0,5.0,4.86,5.0,f,0.4027397260273972,40
32746,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,3,1.0,1 shared bath,1.0,2.0,75.0,1,365,1.0,4.0,4.12,4.12,4.29,4.59,3.94,t,0.4712328767123288,35
32753,within an hour,100,100,t,t,t,East Flatbush,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,164.0,1,28,3.0,4.71,5.0,5.0,4.93,4.57,4.43,t,0.1315068493150684,47
32763,within an hour,98,99,f,t,f,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,190.0,5,730,5.0,4.87,4.53,4.93,5.0,4.8,4.73,t,0.410958904109589,18
32767,within an hour,100,92,f,t,t,Crown Heights,Entire townhouse,Entire home/apt,2,1.0,1 bath,2.0,2.0,275.0,1,27,4.0,4.79,4.85,4.85,4.91,4.71,4.74,t,0.3726027397260274,45
32769,within an hour,100,85,f,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,5,1.0,1 bath,3.0,3.0,270.0,5,1125,30.0,4.0,3.33,4.67,4.33,4.67,3.67,f,0.073972602739726,19
32771,within an hour,100,99,f,t,t,Jamaica,Private room in home,Private room,4,1.0,1 private bath,2.0,2.0,112.0,1,30,1.0,4.49,4.18,4.8,4.83,4.65,4.45,f,0.6082191780821918,43
32785,within an hour,100,100,t,t,t,East Village,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,358.0,1,365,4.0,4.87,4.9,4.93,4.87,5.0,4.73,t,0.4630136986301369,22
32786,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,58.0,1,365,1.0,4.53,4.53,4.53,4.87,4.93,4.67,t,0.4547945205479452,30
32791,within an hour,100,98,t,t,t,Clinton Hill,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,306.0,1,365,1.0,4.98,4.98,4.98,5.0,4.96,4.9,f,0.5972602739726027,48
32807,within an hour,100,100,f,f,f,Jamaica,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,5.0,197.0,3,365,3.0,4.55,4.73,4.91,4.91,4.55,4.55,f,0.3068493150684931,36
32808,within an hour,100,98,t,t,t,Clinton Hill,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,332.0,1,365,1.0,5.0,4.96,5.0,5.0,5.0,4.9,f,0.3041095890410959,50
32809,within an hour,100,98,t,t,t,Cypress Hills,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,71.0,2,30,2.0,4.81,4.86,4.92,4.92,4.65,4.76,f,0.5561643835616439,24
32815,within a few hours,100,87,t,t,t,SoHo,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,420.0,7,365,10.0,5.0,4.67,4.83,4.5,5.0,4.33,f,0.2575342465753424,30
32823,within an hour,100,100,f,t,t,Murray Hill,Entire rental unit,Entire home/apt,8,3.0,3 baths,4.0,0.0,1077.0,2,365,2.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.3753424657534246,27
32829,within an hour,95,86,f,t,t,Upper West Side,Room in hotel,Private room,12,2.5,2.5 baths,5.0,6.0,914.0,1,365,1.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.547945205479452,54
32831,within an hour,100,98,t,t,t,Chelsea,Entire rental unit,Entire home/apt,5,1.5,1.5 baths,2.0,3.0,505.0,2,365,4.0,4.55,4.55,4.59,4.59,4.68,4.5,t,0.3863013698630137,26
32841,within a few hours,92,67,t,t,t,East Village,Room in aparthotel,Entire home/apt,2,1.0,1 bath,1.0,1.0,206.0,1,30,1.0,4.86,4.86,4.25,4.75,4.93,4.59,f,0.1561643835616438,47
32848,within an hour,100,100,t,t,t,Upper East Side,Entire serviced apartment,Entire home/apt,7,1.0,1 bath,3.0,4.0,886.0,3,365,3.0,4.85,4.89,4.89,4.96,4.89,4.52,t,0.147945205479452,43
32858,within a day,90,97,f,t,t,Lower East Side,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,3.0,694.0,2,365,2.0,4.27,4.45,4.73,4.73,4.73,4.09,f,0.3671232876712328,33
32865,within an hour,100,86,f,t,t,SoHo,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,2.0,653.0,2,29,4.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.1945205479452054,48
32866,within an hour,100,98,t,t,t,Murray Hill,Entire rental unit,Entire home/apt,7,2.5,2.5 baths,3.0,3.0,1162.0,2,365,4.0,4.79,4.71,4.93,4.86,5.0,4.71,f,0.6027397260273972,29
32894,within an hour,100,100,t,t,t,East Village,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,579.0,2,365,2.0,4.73,4.8,4.87,4.87,4.87,4.53,t,0.3945205479452054,30
32896,within a few hours,100,91,f,t,t,East Harlem,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,2.0,149.0,5,365,5.0,4.36,4.18,4.18,4.36,4.91,3.91,f,0.3808219178082191,24
32907,within a few hours,92,81,f,t,t,Upper West Side,Room in hotel,Private room,10,2.0,2 baths,5.0,0.0,900.0,2,365,2.0,4.94,5.0,4.78,4.56,4.94,4.94,f,0.3616438356164383,49
32915,within a few hours,100,100,t,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,8,2.0,2 baths,4.0,4.0,965.0,2,365,2.0,4.88,4.96,4.63,4.79,4.63,4.79,t,0.4328767123287671,29
32917,within an hour,100,100,t,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,586.0,2,28,3.0,5.0,5.0,5.0,5.0,4.92,5.0,t,0.1506849315068493,47
32922,within a few hours,100,62,f,t,t,Upper East Side,Entire rental unit,Entire home/apt,6,3.0,3 baths,3.0,0.0,432.0,5,35,5.0,4.76,4.8,4.6,4.92,4.88,4.84,f,0.6876712328767123,22
32923,within an hour,100,99,f,t,t,Springfield Gardens,Private room in home,Private room,3,1.0,1 private bath,1.0,1.0,82.0,1,7,1.0,4.68,4.78,4.84,4.84,4.75,4.68,t,0.0657534246575342,27
32924,within an hour,100,75,t,f,t,Midtown,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,208.0,6,365,6.0,4.7,4.6,4.9,4.95,4.95,4.5,f,0.663013698630137,24
32926,within an hour,100,84,t,t,t,Richmond Hill,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,91.0,1,21,1.0,4.81,4.8,4.91,4.95,4.53,4.74,f,0.6191780821917808,37
32928,within an hour,100,84,t,t,t,Richmond Hill,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,77.0,1,21,1.0,4.89,4.92,4.99,5.0,4.69,4.93,f,0.6356164383561644,37
32929,within an hour,100,97,t,t,t,East Flatbush,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,294.0,2,14,2.0,5.0,4.92,4.85,5.0,4.77,4.85,f,0.3698630136986301,33
32930,within an hour,100,99,t,t,t,Murray Hill,Entire condo,Entire home/apt,5,1.0,1 bath,2.0,3.0,437.0,3,60,3.0,4.83,4.83,4.78,4.88,4.78,4.58,f,0.5945205479452055,45
32936,within an hour,96,97,f,t,t,Upper West Side,Shared room in hostel,Shared room,2,1.0,1 shared bath,1.0,1.0,80.0,1,1125,1.0,4.52,4.32,4.7,4.57,4.75,4.46,t,0.1534246575342465,13
32946,within an hour,100,79,f,t,t,Williamsburg,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,114.0,3,365,3.0,4.33,4.17,5.0,5.0,5.0,4.0,f,0.0794520547945205,37
32948,within an hour,100,100,f,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,2,2.0,2 baths,3.0,3.0,318.0,1,365,1.0,5.0,5.0,5.0,5.0,4.75,5.0,t,0.0438356164383561,22
32956,within an hour,100,91,f,t,t,Springfield Gardens,Entire home,Entire home/apt,7,1.0,1 bath,3.0,5.0,284.0,2,26,2.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.3863013698630137,25
32957,within an hour,100,95,t,t,t,Williamsburg,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,314.0,5,90,5.0,5.0,4.83,5.0,5.0,4.67,4.83,f,0.2438356164383561,52
32959,within an hour,100,83,t,t,t,Mount Hope,Private room in townhouse,Private room,2,1.0,1 bath,1.0,0.0,138.0,2,28,2.0,4.74,4.7,4.74,4.81,4.37,4.7,f,0.0054794520547945,31
32965,within an hour,100,100,t,t,t,SoHo,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,510.0,1,365,99.0,4.81,4.84,4.91,4.81,4.9,4.55,t,0.4438356164383562,21
32966,within an hour,100,100,t,t,t,SoHo,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,441.0,1,365,99.0,4.75,4.8,4.8,4.8,4.85,4.55,t,0.4794520547945205,21
32967,within an hour,100,100,t,t,t,SoHo,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,413.0,1,365,99.0,4.8,4.81,4.83,4.69,4.85,4.41,t,0.4301369863013699,21
32968,within an hour,100,100,t,t,t,SoHo,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,904.0,1,365,99.0,5.0,5.0,5.0,5.0,4.5,5.0,t,0.4465753424657534,22
32969,within an hour,100,100,t,t,t,SoHo,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,467.0,1,365,99.0,4.81,4.88,4.91,4.75,4.88,4.44,t,0.4328767123287671,21
32970,within an hour,100,100,t,t,t,SoHo,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,409.0,1,365,99.0,4.8,4.88,4.89,4.8,4.88,4.48,t,0.4438356164383562,21
32972,within an hour,90,96,t,t,f,Bedford-Stuyvesant,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,333.0,5,365,6.0,4.83,4.97,4.79,5.0,4.79,4.59,f,0.5835616438356165,17
32980,within an hour,100,97,f,t,t,Chelsea,Entire rental unit,Entire home/apt,8,1.0,1 bath,3.0,3.0,750.0,2,28,4.0,4.79,4.71,4.71,4.93,4.64,4.5,t,0.1232876712328767,52
