,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,maximum_minimum_nights,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,booking_ratio,total_amenities
28867,within an hour,100,98,f,t,t,East New York,Entire rental unit,Entire home/apt,5,1.0,1 bath,3.0,3.0,260.0,2,28,2.0,4.69,4.91,4.81,4.9,3.81,4.64,t,0.6520547945205479,37
28877,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,3.0,192.0,1,365,3.0,4.64,4.67,4.85,4.97,4.94,4.58,t,0.1808219178082191,41
28882,within an hour,100,100,f,t,t,Crown Heights,Entire home,Entire home/apt,6,1.0,1 bath,3.0,3.0,201.0,2,90,2.0,4.88,4.88,4.96,4.96,4.5,4.87,t,0.6383561643835617,41
28914,within an hour,100,85,f,t,t,Rosedale,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,124.0,1,28,1.0,4.92,4.9,4.96,4.92,4.84,4.9,f,0.5808219178082191,44
28929,within an hour,100,100,f,t,t,Harlem,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,149.0,30,1125,30.0,4.0,4.5,5.0,4.0,3.5,4.0,t,0.0767123287671232,10
28934,within an hour,100,98,t,t,t,Ozone Park,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,121.0,1,365,1.0,4.93,4.95,4.98,4.96,4.94,4.81,f,0.0493150684931506,43
28940,within an hour,100,91,f,t,t,East New York,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,269.0,2,29,2.0,4.97,4.9,4.9,4.97,4.8,4.93,f,0.6191780821917808,39
28956,within an hour,100,96,t,t,t,Crown Heights,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,90.0,3,90,2.0,5.0,4.82,4.95,5.0,4.95,5.0,f,0.6904109589041096,42
28959,within an hour,100,97,t,t,t,Melrose,Private room in townhouse,Private room,2,1.5,1.5 baths,1.0,2.0,99.0,2,28,2.0,4.85,4.93,4.91,5.0,4.28,4.89,f,0.6246575342465753,47
28960,within an hour,100,99,f,t,t,Ozone Park,Entire townhouse,Entire home/apt,6,2.0,2 baths,3.0,3.0,203.0,1,90,1.0,4.74,4.77,4.84,4.86,4.73,4.74,f,0.6082191780821918,45
28977,within an hour,100,100,t,t,t,Woodside,Private room in condo,Private room,2,1.0,1 private bath,1.0,1.0,168.0,1,28,1.0,5.0,4.97,4.87,5.0,4.92,4.92,f,0.021917808219178,31
28988,within an hour,98,78,f,t,t,Chelsea,Room in hotel,Private room,2,1.0,1 shared bath,1.0,1.0,237.0,1,365,3.0,4.71,4.71,4.86,4.64,4.93,4.36,t,0.0136986301369863,40
29001,within an hour,100,100,t,t,t,Upper West Side,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,182.0,1,30,1.0,4.99,4.99,4.97,4.95,4.97,4.85,f,0.0821917808219178,33
29050,within an hour,100,100,f,t,t,East New York,Private room in home,Private room,4,1.0,1 private bath,2.0,2.0,191.0,3,90,3.0,4.94,5.0,4.94,4.97,4.63,4.88,f,0.0602739726027397,55
29055,within an hour,100,97,t,t,t,East New York,Private room in rental unit,Private room,6,1.0,1 private bath,2.0,3.0,240.0,2,30,2.0,4.94,4.98,5.0,4.98,4.52,4.86,f,0.6328767123287671,42
29070,within a few hours,100,90,f,t,t,Mott Haven,Private room in rental unit,Private room,2,1.0,1 private bath,2.0,1.0,114.0,2,14,2.0,4.86,4.76,4.95,4.86,4.38,4.76,f,0.1150684931506849,13
29072,within an hour,100,100,t,t,t,Claremont Village,Entire home,Entire home/apt,4,1.0,1 bath,2.0,2.0,160.0,2,1125,2.0,4.84,4.7,4.94,4.95,4.4,4.8,t,0.1726027397260274,48
29077,within an hour,100,96,f,t,t,Crown Heights,Entire townhouse,Entire home/apt,4,1.0,1 bath,1.0,3.0,170.0,4,55,4.0,4.8,4.73,4.87,5.0,4.13,4.73,f,0.3890410958904109,42
29102,within an hour,100,89,t,t,t,Ditmars Steinway,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,133.0,5,22,5.0,4.94,4.88,4.85,4.91,4.88,4.88,f,0.6082191780821918,14
29132,within an hour,88,100,f,t,t,Flatiron District,Room in hotel,Private room,2,1.0,1 shared bath,1.0,2.0,235.0,1,365,1.0,5.0,5.0,5.0,5.0,5.0,4.0,t,0.4602739726027397,16
29143,within an hour,100,100,t,t,t,Cambria Heights,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,99.0,2,28,2.0,4.95,4.97,4.95,4.95,4.8,4.92,f,0.3616438356164383,41
29159,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Entire townhouse,Entire home/apt,2,1.0,1 bath,2.0,3.0,336.0,1,30,3.0,5.0,5.0,4.95,5.0,4.91,4.95,f,0.473972602739726,53
29171,within an hour,100,87,f,t,t,Battery Park City,Room in hotel,Private room,4,1.0,1 private bath,1.0,2.0,514.0,1,28,1.0,5.0,5.0,4.0,5.0,5.0,5.0,t,0.673972602739726,32
29175,within an hour,100,99,t,t,t,Sunnyside,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,94.0,7,30,7.0,4.98,4.85,4.98,4.98,4.96,5.0,f,0.4958904109589041,52
29192,within an hour,97,87,f,t,t,Theater District,Room in hotel,Hotel room,8,2.0,2 baths,2.0,4.0,938.0,1,1125,3.0,5.0,5.0,5.0,5.0,5.0,4.0,t,0.2164383561643835,21
29237,within an hour,100,98,t,t,t,Rockaway Beach,Private room in home,Private room,2,2.0,2 baths,1.0,1.0,174.0,2,9,2.0,5.0,5.0,5.0,5.0,4.75,4.92,f,0.5506849315068493,69
29245,within an hour,100,98,f,t,t,East Village,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,359.0,3,365,3.0,4.16,4.13,4.58,4.71,4.81,4.13,t,0.2356164383561644,21
29263,within a few hours,100,99,t,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,5,1.0,1 private bath,2.0,3.0,260.0,3,100,3.0,5.0,5.0,4.96,4.98,4.72,4.85,f,0.4958904109589041,60
29268,within an hour,100,100,t,t,t,Williamsburg,Private room in rental unit,Private room,3,1.0,1 private bath,1.0,1.0,263.0,1,60,1.0,5.0,4.95,5.0,5.0,4.84,4.85,t,0.547945205479452,58
29269,within an hour,100,98,t,t,f,Castle Hill,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,146.0,2,1125,2.0,4.97,5.0,4.94,5.0,4.67,4.97,f,0.2657534246575342,63
29275,within an hour,100,100,f,t,t,Murray Hill,Entire condo,Entire home/apt,5,1.0,1 bath,2.0,2.0,414.0,3,365,3.0,4.74,4.77,4.88,4.93,4.89,4.6,t,0.5835616438356165,41
29305,within an hour,100,93,t,t,t,Long Island City,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,313.0,7,365,14.0,4.92,4.88,4.88,4.92,4.92,4.65,f,0.2438356164383561,48
29309,within an hour,100,81,f,t,t,Canarsie,Shared room in home,Shared room,2,0.0,0 shared baths,1.0,1.0,105.0,3,5,3.0,4.67,4.79,4.83,4.83,4.75,4.71,t,0.0,41
29324,within an hour,100,99,t,t,t,Woodhaven,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,108.0,1,28,1.0,5.0,4.99,4.94,5.0,4.74,4.95,t,0.6246575342465753,46
29329,within an hour,100,80,t,t,f,East Flatbush,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,120.0,2,28,2.0,4.88,4.88,4.88,4.92,4.63,4.83,f,0.5315068493150685,51
29349,within an hour,100,98,f,t,t,Crown Heights,Entire townhouse,Entire home/apt,5,1.0,1 bath,2.0,4.0,216.0,1,28,1.0,4.57,4.51,4.65,4.89,4.18,4.44,t,0.0904109589041095,24
29407,within an hour,100,99,t,t,t,Woodside,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,269.0,2,365,2.0,4.89,4.84,4.91,4.92,4.47,4.83,f,0.4328767123287671,44
29420,within an hour,100,97,f,t,t,East Harlem,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,110.0,30,185,30.0,4.5,4.5,5.0,5.0,5.0,4.0,f,0.1041095890410958,39
29421,within an hour,100,95,t,t,t,Laurelton,Entire home,Entire home/apt,4,2.0,2 baths,3.0,4.0,298.0,2,365,2.0,4.95,4.97,5.0,5.0,4.82,4.85,f,0.6136986301369863,51
29438,within an hour,100,93,t,t,t,Bedford-Stuyvesant,Entire guest suite,Entire home/apt,2,1.0,1 bath,2.0,2.0,300.0,3,28,3.0,5.0,5.0,5.0,4.93,4.87,4.83,f,0.1561643835616438,47
29442,within an hour,100,100,f,f,t,Maspeth,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,119.0,1,25,2.0,4.79,4.66,4.9,4.95,4.78,4.69,t,0.3506849315068493,46
29443,within an hour,100,100,f,t,t,Harlem,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,263.0,2,1125,2.0,4.56,4.6,4.6,4.9,4.43,4.41,t,0.5945205479452055,49
29454,within an hour,91,99,f,t,t,Port Morris,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,1.0,200.0,1,365,30.0,3.79,4.0,3.79,3.93,4.21,3.5,t,0.0493150684931506,44
29462,within an hour,100,100,t,t,t,Bedford-Stuyvesant,Entire guest suite,Entire home/apt,2,1.0,1 bath,2.0,2.0,219.0,5,730,5.0,4.89,4.87,4.87,4.98,4.7,4.83,f,0.4356164383561643,54
29464,within an hour,100,100,t,t,t,Bushwick,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,272.0,1,365,2.0,4.9,4.79,4.88,4.91,4.91,4.76,t,0.2164383561643835,37
29468,within an hour,92,97,f,t,t,Chelsea,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,100.0,30,365,3.0,4.5,4.0,4.0,4.5,5.0,4.5,t,0.2191780821917808,28
29473,within a few hours,100,75,f,t,t,Bushwick,Private room in condo,Private room,2,2.0,2 baths,2.0,2.0,189.0,3,100,3.0,4.0,3.5,5.0,4.5,5.0,4.5,f,0.536986301369863,14
29474,within an hour,100,100,t,t,t,East Flatbush,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,2.0,138.0,1,28,1.0,4.69,4.58,4.83,4.88,4.4,4.52,t,0.073972602739726,53
29482,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,3.0,210.0,1,1125,3.0,4.58,4.33,4.83,4.83,4.83,4.58,t,0.273972602739726,41
29484,within an hour,100,96,f,t,t,Midtown,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,3.0,235.0,1,1125,3.0,4.68,4.45,4.59,4.95,4.86,4.55,t,0.3041095890410959,41
29485,within an hour,100,100,t,t,t,Greenpoint,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,180.0,3,3,3.0,4.87,4.87,4.93,5.0,5.0,4.47,f,0.6958904109589041,14
29493,within an hour,97,87,f,t,t,Upper West Side,Room in hotel,Hotel room,6,1.0,1 bath,2.0,3.0,1097.0,1,1125,3.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.0493150684931506,22
29507,within a few hours,100,95,t,t,t,Jamaica,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,140.0,2,365,2.0,5.0,4.96,4.88,4.85,4.62,4.88,t,0.2767123287671232,42
29523,within an hour,92,97,f,t,t,Chelsea,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,85.0,30,365,30.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.1726027397260274,27
29527,within an hour,100,93,t,t,t,Long Island City,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,1.0,229.0,7,30,14.0,4.88,5.0,4.88,5.0,5.0,5.0,f,0.347945205479452,49
29529,within an hour,100,93,t,t,t,Bedford-Stuyvesant,Entire rental unit,Entire home/apt,9,2.0,2 baths,3.0,6.0,343.0,7,365,14.0,4.89,4.89,4.86,4.93,4.68,4.71,f,0.1808219178082191,49
29549,within a few hours,100,100,f,t,t,Greenwich Village,Entire condo,Entire home/apt,6,2.0,2 baths,3.0,4.0,995.0,1,365,6.0,5.0,5.0,5.0,5.0,5.0,4.67,f,0.3013698630136986,43
29557,within an hour,100,100,f,t,f,Greenwich Village,Entire loft,Entire home/apt,2,1.0,1 bath,0.0,2.0,108.0,2,1125,7.0,4.63,4.69,3.69,4.74,4.71,4.4,f,0.1287671232876712,20
29559,within an hour,100,99,t,t,t,East Harlem,Entire home,Entire home/apt,14,3.5,3.5 baths,5.0,6.0,673.0,3,60,7.0,4.81,4.82,4.79,4.94,4.53,4.68,f,0.1726027397260274,17
29574,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,10,1.0,1 bath,2.0,4.0,362.0,1,365,1.0,4.0,4.24,3.9,3.93,4.62,3.97,t,0.0493150684931506,28
29583,within an hour,100,98,t,t,t,Ozone Park,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,123.0,1,365,1.0,4.92,4.95,4.91,4.96,4.81,4.78,f,0.0356164383561643,31
29600,within an hour,100,96,f,t,t,Lower East Side,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,323.0,1,28,4.0,4.75,4.82,4.83,4.78,4.7,4.52,t,0.2438356164383561,27
29616,within an hour,100,100,t,t,t,Clifton,Entire home,Entire home/apt,5,2.0,2 baths,2.0,2.0,213.0,2,28,2.0,5.0,5.0,4.92,5.0,4.92,4.95,f,0.4164383561643835,54
29644,within a few hours,100,77,t,t,t,Chelsea,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,435.0,5,365,7.0,4.95,4.9,4.86,5.0,5.0,4.71,f,0.6493150684931507,51
29650,within an hour,95,85,t,t,t,Harlem,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,194.0,4,28,7.0,4.74,4.78,4.7,4.74,4.43,4.52,f,0.0821917808219178,28
29664,within an hour,98,99,f,t,t,Crown Heights,Entire rental unit,Entire home/apt,12,2.0,2 baths,3.0,6.0,348.0,2,365,3.0,4.69,4.81,4.91,4.72,4.38,4.75,t,0.6575342465753424,46
29668,within an hour,92,99,f,t,t,Chelsea,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,281.0,1,365,1.0,4.65,4.61,4.78,4.69,4.78,4.53,t,0.5397260273972603,25
29669,within an hour,100,98,t,t,f,Randall Manor,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,110.0,1,365,1.0,4.97,4.99,4.96,5.0,4.94,4.96,f,0.210958904109589,37
29673,within an hour,100,100,f,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1.0,1.0,78.0,1,365,1.0,4.54,4.7,4.54,4.61,4.68,4.49,t,0.3863013698630137,47
29700,within an hour,100,99,f,t,t,South Beach,Entire home,Entire home/apt,2,1.0,1 bath,1.0,0.0,160.0,1,365,1.0,4.9,4.83,4.93,4.9,4.8,4.8,f,0.5671232876712329,37
29701,within an hour,100,100,t,t,t,St. Albans,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,88.0,1,365,1.0,4.95,4.98,4.98,4.99,4.8,4.91,t,0.0465753424657534,22
29702,within an hour,100,99,t,t,t,Bedford-Stuyvesant,Entire home,Entire home/apt,6,1.0,1 bath,2.0,4.0,242.0,2,364,3.0,4.85,4.83,4.73,4.78,4.58,4.72,f,0.6246575342465753,35
29704,a few days or more,7,0,f,t,t,Upper West Side,Private room in home,Private room,6,5.5,5.5 baths,5.0,4.0,1750.0,1,1125,1.0,5.0,5.0,5.0,5.0,5.0,4.5,f,0.1178082191780822,95
29714,within a day,70,30,f,t,t,Kensington,Private room in home,Private room,1,2.0,2 baths,1.0,1.0,56.0,7,365,7.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.4931506849315068,29
29715,within an hour,100,97,t,t,t,Financial District,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,288.0,1,28,1.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.4356164383561643,23
29716,within an hour,100,97,t,t,t,Financial District,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,268.0,1,28,1.0,4.74,4.76,4.76,4.62,4.85,4.71,f,0.5205479452054794,26
29717,within an hour,100,97,t,t,t,Financial District,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,298.0,1,28,1.0,4.77,4.87,4.87,4.74,4.74,4.68,f,0.6109589041095891,25
29719,within an hour,100,97,t,t,t,Financial District,Room in hotel,Private room,2,1.0,1 bath,1.0,2.0,368.0,1,28,1.0,5.0,5.0,5.0,5.0,5.0,4.5,f,0.663013698630137,26
29729,within an hour,100,90,t,t,t,Bushwick,Private room in condo,Private room,3,2.0,2 baths,0.0,2.0,150.0,2,15,2.0,4.93,4.86,4.93,4.98,4.74,4.76,f,0.3671232876712328,47
29748,within an hour,100,89,t,t,t,Bushwick,Entire townhouse,Entire home/apt,6,1.0,1 bath,2.0,2.0,286.0,1,120,1.0,4.77,4.69,4.9,4.93,4.7,4.7,f,0.0931506849315068,65
29752,within a day,55,61,f,t,t,Harlem,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,80.0,5,30,5.0,4.77,4.65,4.77,4.9,4.68,4.84,f,0.2465753424657534,27
29773,within an hour,100,96,t,t,t,Canarsie,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,118.0,2,29,2.0,5.0,4.94,4.98,5.0,4.83,4.87,f,0.0082191780821917,29
29775,within an hour,100,91,t,t,f,Hell's Kitchen,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,314.0,3,1125,3.0,4.91,4.93,4.8,4.96,4.8,4.73,f,0.6356164383561644,47
29777,within an hour,100,100,f,t,t,Ditmars Steinway,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,108.0,1,365,1.0,4.57,4.46,4.95,4.95,4.79,4.57,t,0.1534246575342465,21
29778,within an hour,100,100,f,t,t,Ditmars Steinway,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,103.0,1,365,1.0,4.67,4.72,4.93,4.95,4.74,4.54,t,0.2027397260273972,35
29779,within an hour,100,100,f,t,t,Ditmars Steinway,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,107.0,1,365,1.0,4.75,4.71,4.89,4.87,4.71,4.62,t,0.2630136986301369,33
29780,within an hour,100,100,f,t,t,Ditmars Steinway,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,108.0,1,365,1.0,4.66,4.74,4.85,4.87,4.77,4.57,t,0.1972602739726027,33
29798,within an hour,100,99,f,f,t,Chelsea,Entire loft,Entire home/apt,8,2.0,2 baths,2.0,4.0,526.0,4,365,4.0,4.63,4.52,4.82,4.88,4.88,4.54,f,0.1698630136986301,60
29799,within an hour,100,96,t,t,t,Maspeth,Private room in home,Private room,3,1.0,1 private bath,1.0,3.0,139.0,2,200,2.0,4.77,4.84,4.93,4.91,4.58,4.58,f,0.2712328767123287,36
29800,within an hour,100,98,t,t,t,East New York,Entire rental unit,Entire home/apt,4,2.0,2 baths,1.0,2.0,235.0,3,365,3.0,4.92,4.9,4.95,4.97,4.51,4.82,f,0.6986301369863014,49
29803,within an hour,100,100,t,t,t,Carroll Gardens,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,2.0,270.0,2,365,3.0,4.93,4.98,4.95,4.9,4.95,4.83,f,0.3726027397260274,53
29812,within an hour,100,100,f,t,t,Prospect-Lefferts Gardens,Entire home,Entire home/apt,6,1.0,1 bath,3.0,4.0,279.0,3,27,3.0,4.73,4.91,4.88,4.94,4.55,4.64,t,0.5616438356164384,39
29824,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,4.0,227.0,1,1125,3.0,4.57,4.57,4.86,5.0,5.0,4.57,t,0.2767123287671232,40
29825,within an hour,100,100,f,t,t,Midtown,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,3.0,194.0,1,1125,3.0,4.56,4.17,4.83,4.67,4.78,4.28,t,0.2794520547945205,42
29831,within a few hours,75,100,f,t,t,Tremont,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,246.0,1,365,1.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.0,9
29833,within an hour,100,95,t,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,314.0,3,365,3.0,5.0,5.0,4.93,5.0,5.0,4.87,f,0.4657534246575342,52
29847,within an hour,100,100,t,t,t,Carroll Gardens,Private room in guest suite,Private room,2,1.0,1 private bath,1.0,1.0,134.0,3,1125,5.0,4.85,4.85,5.0,5.0,4.98,4.88,t,0.5232876712328767,51
29859,within an hour,90,99,t,t,t,Bedford-Stuyvesant,Private room in rental unit,Private room,2,2.5,2.5 baths,2.0,2.0,281.0,2,100,18.0,4.93,4.91,4.96,4.95,4.71,4.81,f,0.2301369863013698,53
29865,within an hour,100,99,t,t,t,Corona,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,64.0,1,7,1.0,4.95,4.77,4.87,4.97,4.85,4.79,f,0.2684931506849315,30
29867,within an hour,100,99,t,t,t,Murray Hill,Entire condo,Entire home/apt,5,1.0,1 bath,2.0,1.0,442.0,3,365,3.0,4.81,4.81,4.84,4.94,4.87,4.65,t,0.5753424657534246,38
29889,within an hour,100,99,f,f,t,Kips Bay,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,1.0,353.0,4,365,4.0,4.5,4.65,4.55,4.85,4.5,4.35,t,0.1643835616438356,33
29894,within an hour,100,99,t,t,t,Pelham Gardens,Private room in home,Private room,2,1.0,1 shared bath,1.0,2.0,109.0,2,24,3.0,4.93,4.93,4.83,5.0,4.9,4.88,t,0.3095890410958904,34
29900,within an hour,100,99,t,t,t,Corona,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,0.0,64.0,1,7,1.0,4.96,4.86,5.0,4.96,4.93,4.68,f,0.3123287671232876,62
29903,within a few hours,100,99,f,t,t,Chinatown,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,278.0,2,720,2.0,4.74,4.72,4.89,4.94,4.66,4.55,f,0.4027397260273972,46
29905,within an hour,100,100,t,t,t,East New York,Private room in home,Private room,2,2.0,2 baths,1.0,1.0,118.0,1,365,1.0,4.87,4.84,4.92,4.95,4.57,4.8,t,0.0767123287671232,51
29923,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,4,2.0,2 shared baths,1.0,2.0,75.0,1,365,1.0,4.24,4.14,4.57,4.62,4.86,4.29,t,0.3863013698630137,26
29943,within an hour,100,100,f,t,t,Canarsie,Shared room in home,Shared room,2,2.0,2 shared baths,3.0,3.0,254.0,1,30,1.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.547945205479452,44
29973,within an hour,98,100,f,t,t,Midtown,Private room in rental unit,Private room,5,1.0,1 bath,1.0,3.0,116.0,1,365,1.0,4.29,4.46,4.54,4.46,4.92,4.04,t,0.4273972602739726,34
29980,within an hour,100,96,t,t,t,Dyker Heights,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,109.0,2,365,2.0,4.98,4.93,4.93,4.98,4.77,4.81,f,0.6547945205479452,43
29989,within an hour,100,94,t,t,t,Bedford-Stuyvesant,Entire home,Entire home/apt,6,2.0,2 baths,2.0,3.0,258.0,3,1125,2.0,4.92,4.85,4.81,4.81,4.81,4.77,t,0.2794520547945205,39
29992,within a few hours,100,96,t,f,t,Canarsie,Private room in townhouse,Private room,4,1.0,1 bath,2.0,3.0,119.0,1,30,1.0,4.84,4.78,4.81,4.84,4.44,4.81,f,0.3616438356164383,51
29998,within an hour,70,99,f,t,t,Midtown,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,331.0,1,365,3.0,4.29,4.43,4.29,4.29,4.29,4.29,t,0.0657534246575342,4
29999,within an hour,70,99,f,t,t,Midtown,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,331.0,1,365,2.0,3.0,4.0,4.0,4.0,4.0,4.0,t,0.1260273972602739,4
30001,within an hour,70,99,f,t,t,Midtown,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,347.0,1,365,3.0,3.5,3.75,4.25,3.25,4.25,3.5,t,0.0082191780821917,4
30002,within an hour,70,99,f,t,t,Midtown,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,354.0,1,365,2.0,4.0,4.6,4.6,4.4,5.0,4.2,t,0.0630136986301369,4
30003,within an hour,70,99,f,t,t,Midtown,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,364.0,1,365,3.0,1.0,1.0,1.0,1.0,1.0,3.0,t,0.0164383561643835,4
30004,within an hour,70,99,f,t,t,Midtown,Room in hotel,Private room,2,1.0,1 bath,1.0,2.0,414.0,1,365,3.0,5.0,5.0,5.0,1.0,5.0,5.0,t,0.0273972602739726,4
30009,within an hour,100,98,t,t,t,Jackson Heights,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,2.0,118.0,3,1125,3.0,4.9,4.85,4.85,4.9,4.62,4.67,f,0.6383561643835617,54
30022,within an hour,100,94,f,t,t,Fort Greene,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,225.0,2,15,1.0,4.78,4.9,4.93,4.93,4.9,4.76,f,0.1780821917808219,43
30027,within an hour,70,99,f,t,t,Hell's Kitchen,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,293.0,1,365,3.0,3.59,3.73,3.86,3.55,4.0,3.45,t,0.0465753424657534,4
30029,within an hour,70,99,f,t,t,Hell's Kitchen,Room in hotel,Private room,2,1.0,1 bath,1.0,2.0,279.0,1,365,2.0,2.67,3.67,4.33,3.67,4.33,2.67,t,0.0712328767123287,4
30030,within an hour,70,99,f,t,t,Hell's Kitchen,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,301.0,1,365,3.0,3.14,3.29,3.71,3.14,3.71,3.14,t,0.0383561643835616,6
30031,within an hour,70,99,f,t,t,Hell's Kitchen,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,279.0,1,365,2.0,3.39,3.75,4.29,3.68,4.46,3.36,t,0.0547945205479452,4
30034,within an hour,100,99,t,t,t,Corona,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,68.0,1,7,1.0,4.79,4.63,4.71,4.75,4.71,4.71,f,0.0,66
30039,within a day,70,10,f,t,t,Midtown,Room in hotel,Private room,4,2.0,2 baths,1.0,2.0,507.0,2,2,2.0,5.0,5.0,5.0,4.0,5.0,4.0,f,0.0246575342465753,6
30057,within an hour,92,67,f,t,t,Midtown,Entire rental unit,Entire home/apt,10,4.0,4 baths,5.0,5.0,4503.0,2,28,2.0,4.83,4.92,4.58,4.67,4.92,4.67,t,0.147945205479452,49
30061,within an hour,100,100,f,t,t,Hell's Kitchen,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,225.0,3,365,3.0,4.43,4.43,4.64,4.6,4.69,4.29,t,0.6465753424657534,38
30063,within an hour,100,96,t,t,t,Harlem,Entire rental unit,Entire home/apt,2,1.0,1 bath,2.0,2.0,303.0,3,28,3.0,4.83,4.98,4.94,4.98,4.77,4.77,f,0.3698630136986301,72
30070,within an hour,100,100,f,t,t,East Village,Entire rental unit,Entire home/apt,7,1.0,1 bath,4.0,6.0,792.0,7,365,7.0,4.29,4.71,4.88,4.53,4.41,4.35,f,0.2767123287671232,43
